"ltv","gender","max_cover","count_cover","count_res","av_res","visits","portal","cardtype","experiencelevel","careerfield"
41.8,"F",2182,7,7,1012,31,"3","Mastercard","Experienced","Healthcare"
1.95,"Blank",2186,5,6,2219,1,"3","Visa","Manager","Management"
1.95,"Blank",2191,5,4,3707,4,"3","Mastercard","Experienced","Customer Service"
41.75,"Blank",1771,3,2,1098,3,"3","Visa","Student","Entertainment and Media"
2.95,"Blank",2337,1,8,710,1,"3","Visa","Experienced","Nursing"
2.95,"Blank",2471,1,1,5528,2,"20","Visa","Experienced","Law Enforcement and Security"
1.95,"M",1209,1,10,771,2,"3","Mastercard","Experienced","Construction"
37.9,"Blank",2175,1,1,2529,1,"3","Visa","Experienced","Skilled Trades"
4.9,"Blank",1912,2,7,582,4,"9","Visa","Student","Food and Beverage"
41.75,"Blank",1689,2,3,765,3,"3","Visa","Experienced","Customer Service"
3.95,"Blank",3225,8,4,2340,25,"3","Visa","Experienced","Education and Training"
1.95,"Blank",1422,1,5,1344,4,"3","Visa","Experienced","Healthcare"
81.55,"Blank",1315,1,2,546,4,"3","Visa","Student","Customer Service"
108.8,"Blank",2031,2,6,2048,2,"3","Visa","Experienced","Retail"
2.95,"Blank",2375,2,3,3244,7,"12","Mastercard","Experienced","Customer Service"
2.95,"Blank",950,1,1,2558,10,"3","Visa","Student","Healthcare"
95.4,"M",2183,25,416,1795,193,"3","Visa","Entry Level","Manufacturing and Production"
41.75,"Blank",1463,2,9,2130,4,"3","Visa","Experienced","Business"
120.35,"Blank",1438,2,2,1337,1,"3","American Express","Manager","Management"
1.95,"Blank",2794,1,3,1247,1,"3","Mastercard","Experienced","Beauty and Spa"
73.85,"Blank",2429,2,7,2733,5,"6","Mastercard","Experienced","Nursing"
2.95,"Blank",0,4,2,3254,8,"3","Visa","Experienced","Food and Beverage"
71.85,"Blank",1619,3,11,2878,3,"3","Visa","Experienced","Sales"
38.9,"Blank",1882,1,2,4358,4,"6","Visa","Manager","Education and Training"
282.55,"Blank",2409,13,14,1436,64,"3","Mastercard","Entry Level","Education and Training"
1.95,"Blank",2362,8,1,743,1,"3","Visa","Entry Level","Social Sciences"
41.75,"Blank",641,1,3,685,1,"3","Visa","Entry Level","Childcare"
72.85,"Blank",2184,9,5,1524,8,"3","Visa","Experienced","Education and Training"
176.7,"Blank",2182,3,1,1776,4,"3","Visa","Experienced","Healthcare"
41.75,"F",1369,1,3,867,6,"3","American Express","Experienced","Business"
2.95,"Blank",2291,1,1,5080,11,"16","Visa","Manager","Retail"
1.95,"Blank",1405,1,1,976,1,"3","Visa","Entry Level","Marketing, Advertising and PR"
73.85,"Blank",2197,13,10,1183,18,"3","Visa","Experienced","Education and Training"
121.35,"Blank",2083,2,2,817,3,"3","Visa","Entry Level","Food and Beverage"
1.95,"Blank",1597,1,3,972,6,"3","Visa","Experienced","Installation and Maintenance"
2.95,"Blank",2671,1,4,669,2,"9","Mastercard","Entry Level","Customer Service"
1.95,"Blank",2340,1,1,2748,2,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1611,2,10,438,8,"4","Mastercard","Experienced","Customer Service"
2.95,"Blank",2929,6,2,2341,11,"13","Visa","Experienced","Community and Public Service"
1.95,"Blank",1620,2,1,1223,1,"3","Visa","Experienced","Skilled Trades"
1.95,"Blank",1616,1,6,558,6,"3","Mastercard","Experienced","Installation and Maintenance"
2.95,"Blank",1711,1,3,1143,12,"3","Visa","Experienced","Healthcare"
1.95,"M",2654,2,4,1372,8,"3","Visa","Experienced","Food and Beverage"
37.9,"F",7853,9,29,4307,40,"3","Visa","Experienced","Nursing"
2.95,"F",2189,6,6,2686,22,"3","Visa","Entry Level","Travel and Hospitality"
2.95,"Blank",0,1,5,2629,1,"16","Mastercard","Entry Level","Pharmacy"
43.7,"Blank",0,2,1,8045,5,"3","Mastercard","Manager","Food and Beverage"
240.75,"Blank",1987,2,6,1524,11,"3","Visa","Executive","Healthcare"
2.95,"Blank",2210,2,3,2218,1,"3","Visa","Student","Veterinary"
105.3,"F",1446,1,21,6926,32,"3","Mastercard","Experienced","Management"
37.9,"Blank",2211,4,26,2264,22,"3","Visa","Experienced","Food and Beverage"
4.8,"Blank",2207,1,3,2079,2,"9","Visa","Experienced","Customer Service"
24.9,"Blank",1493,1,3,1152,3,"19","Mastercard","Experienced","Manufacturing and Production"
42.75,"Blank",1934,1,4,1227,1,"16","Visa","Experienced","Customer Service"
1.95,"F",2157,1,7,13435,5,"3","American Express","Manager","Computers and Technology"
2.95,"Blank",2942,1,3,1137,2,"3","Visa","Entry Level","Skilled Trades"
139.8,"Blank",1592,1,3,2065,3,"3","Mastercard","Manager","Retail"
95.4,"Blank",2183,25,416,1795,193,"3","Visa","Entry Level","Customer Service"
1.95,"M",1593,1,2,4369,6,"3","Visa","Student","Accounting and Finance"
42.7,"Blank",2508,2,4,1191,7,"3","Visa","Experienced","Construction"
289.35,"Blank",2321,1,7,3369,11,"3","Visa","Manager","Military"
108.65,"Blank",2842,7,24,3819,1,"16","Visa","Experienced","Installation and Maintenance"
2.95,"Blank",3583,2,3,4278,10,"5","Visa","Experienced","Nursing"
34.95,"Blank",3397,2,4,3882,1,"13","Mastercard","Manager","Administrative Support"
422.35,"F",2861,6,9,4019,12,"3","Visa","Experienced","Administrative Support"
213.5,"F",2048,1,2,2514,4,"3","Visa","Entry Level","Nursing"
10,"F",1605,2,18,1515,18,"3","Visa","Manager","Computers and Technology"
4.9,"F",1816,2,3,2688,2,"3","Visa","Student","Travel and Hospitality"
76.5,"Blank",2846,2,8,1373,1,"3","Visa","Experienced","Food and Beverage"
1.95,"Blank",1577,1,4,1926,6,"11","Visa","Experienced","Skilled Trades"
37.9,"F",2174,2,5,2075,4,"3","Visa","Experienced","Computers and Technology"
1.95,"F",2030,3,13,4450,12,"3","Mastercard","Student","Psychology"
40.85,"Blank",1494,2,2,1535,2,"3","Mastercard","Experienced","Personal Services"
34.95,"Blank",1569,1,7,1175,3,"3","Visa","Entry Level","Manufacturing and Production"
2.95,"Blank",2593,3,3,1924,2,"18","Visa","Experienced","Childcare"
37.9,"F",1740,1,4,3068,6,"3","Visa","Experienced","Administrative Support"
209.7,"Blank",1841,3,12,7694,2,"3","Visa","Manager","Sales"
79.65,"Blank",2030,2,5,1944,1,"20","Mastercard","Entry Level","Healthcare"
37.9,"Blank",2069,4,6,1592,12,"5","Visa","Entry Level","Nursing"
76.7,"Blank",2199,4,1,4546,16,"3","Mastercard","Experienced","Healthcare"
174.75,"F",1531,3,4,3798,8,"3","Visa","Manager","Management"
69.9,"Blank",1420,1,5,3750,8,"3","Visa","Experienced","Human Resources"
358.8,"Blank",2421,6,9,3252,11,"3","Mastercard","Manager","Sales"
1.95,"F",1458,1,1,5444,4,"3","Visa","Experienced","Food and Beverage"
37.9,"Blank",2118,1,5,5536,1,"3","Visa","Experienced","Accounting and Finance"
1.95,"Blank",2195,3,2,1601,2,"3","Visa","Student","Beauty and Spa"
107.8,"F",2174,1,3,7258,4,"5","Mastercard","Experienced","Marketing, Advertising and PR"
1.95,"Blank",2204,1,2,906,1,"3","Visa","Experienced","Food and Beverage"
9.95,"Blank",2117,2,6,1505,5,"3","Visa","Experienced","Healthcare"
1.95,"Blank",1744,1,1,4531,1,"3","Mastercard","Experienced","Nursing"
2.95,"Blank",1781,1,1,2077,15,"19","Visa","Manager","Food and Beverage"
4.9,"Blank",2319,1,3,1892,10,"11","Visa","Student","Engineering"
108.8,"Blank",2178,5,4,1020,27,"3","Visa","Experienced","Transportation and Distribution"
255.4,"Blank",2188,2,4,7959,2,"3","Discover","Executive","Management"
41.75,"Blank",2193,4,3,1864,4,"3","Visa","Manager","Administrative Support"
1.95,"Blank",2193,2,4,4102,13,"3","Visa","Manager","Engineering"
41.75,"F",1241,1,1,1988,3,"3","Visa","Experienced","Telecommunications and Wireless"
142.75,"F",2170,2,2,2928,11,"3","Visa","Experienced","Psychology"
76.7,"Blank",2205,2,1,3335,6,"3","American Express","Experienced","Management"
349.5,"Blank",4556,1,3,14039,1,"3","American Express","Experienced","Sales"
41.75,"Blank",2201,3,25,1504,30,"3","Mastercard","Experienced","Government"
1.95,"Blank",1965,1,10,321,1,"3","Visa","Entry Level","Administrative Support"
1.95,"Blank",1434,2,1,3513,16,"3","Visa","Manager","Human Resources"
286.4,"Blank",1163,1,6,810,9,"3","Visa","Experienced","Administrative Support"
36.9,"Blank",1935,1,3,4047,1,"3","Visa","Entry Level","Healthcare"
161.15,"F",2197,3,7,717,6,"3","Visa","Entry Level","Dental"
1,"Blank",1152,1,1,712,5,"3","Visa","Student","Performing Arts"
121.35,"Blank",2034,1,1,2060,8,"3","Visa","Experienced","Skilled Trades"
1.95,"Blank",868,1,3,2068,4,"6","Visa","Manager","Customer Service"
75.8,"Blank",1400,7,8,1685,11,"4","Mastercard","Experienced","Transportation and Distribution"
1.95,"M",1851,1,4,3330,9,"5","Mastercard","Experienced","Healthcare"
2.95,"Blank",2126,1,1,4293,1,"16","Visa","Experienced","Education and Training"
151.52,"Blank",3093,3,1,6731,5,"20","American Express","Experienced","Education and Training"
5.9,"Blank",2165,4,7,4442,10,"3","Discover","Entry Level","Fitness and Recreation"
37.9,"Blank",1006,2,9,1162,1,"3","Visa","Experienced","Customer Service"
38.75,"Blank",4266,4,5,980,2,"3","Visa","Entry Level","Nursing"
1.95,"M",2837,14,3,2425,6,"3","Mastercard","Manager","Retail"
139.8,"Blank",2158,1,6,959,3,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",1640,1,4,4526,8,"16","Visa","Experienced","Nursing"
1.95,"Blank",2303,1,7,1406,1,"3","Visa","Experienced","Nursing"
232.84,"M",2144,6,8,5474,67,"3","Mastercard","Executive","Marketing, Advertising and PR"
95.4,"Blank",2203,4,4,3835,14,"3","Visa","Manager","Travel and Hospitality"
72.85,"Blank",655,1,2,2896,2,"3","Visa","Experienced","Performing Arts"
2.95,"Blank",3102,1,3,1175,2,"16","Visa","Student","Marketing, Advertising and PR"
41.75,"Blank",1452,2,1,2790,4,"3","Visa","Experienced","Healthcare"
73.85,"Blank",2992,2,3,937,1,"3","Visa","Student","Sports"
1.95,"Blank",1332,1,3,852,10,"3","Visa","Experienced","Education and Training"
2.95,"Blank",2832,3,2,4249,3,"7","Visa","Manager","Administrative Support"
1.95,"Blank",2046,4,4,3162,2,"3","Visa","Manager","Retail"
71.85,"Blank",2179,3,2,5539,2,"3","Visa","Entry Level","Travel and Hospitality"
355.4,"Blank",1804,1,6,1526,25,"3","Visa","Experienced","Sales"
2.95,"Blank",1610,1,2,1622,2,"3","Visa","Experienced","Retail"
2.95,"Blank",1552,1,2,2972,3,"3","Visa","Experienced","Administrative Support"
34.95,"Blank",2208,3,6,1404,1,"3","Visa","Entry Level","Installation and Maintenance"
3.9,"Blank",0,1,3,1617,3,"3","Visa","Entry Level","Business"
2.95,"Blank",2192,1,4,1959,3,"3","Visa","Experienced","Customer Service"
69.9,"Blank",1535,4,6,1698,6,"5","Visa","Experienced","Beauty and Spa"
421.35,"Blank",896,1,7,627,4,"3","American Express","Experienced","Food and Beverage"
2.95,"Blank",2075,2,3,888,7,"3","Visa","Experienced","Customer Service"
1.95,"Blank",780,1,1,3543,2,"3","Visa","Entry Level","Customer Service"
81.55,"Blank",2202,3,1,4501,2,"3","Visa","Student","Marketing, Advertising and PR"
77.9,"F",3261,3,13,3265,51,"5","Visa","Manager","Healthcare"
38.9,"Blank",1757,9,1,5454,1,"16","Visa","Experienced","Education and Training"
121.35,"Blank",2104,2,1,4466,3,"3","Visa","Experienced","Human Resources"
3.9,"Blank",2198,1,15,964,5,"3","Visa","Experienced","Customer Service"
74.55,"Blank",2322,1,2,2137,2,"9","Mastercard","Entry Level","Customer Service"
1.95,"Blank",1466,1,3,3386,3,"3","Mastercard","Experienced","Food and Beverage"
34.95,"Blank",1485,9,20,1709,7,"7","Mastercard","Manager","Community and Public Service"
2.95,"Blank",3221,1,1,4615,2,"16","Mastercard","Manager","Accounting and Finance"
1.95,"Blank",1555,1,1,1666,5,"3","Visa","Experienced","Management"
1.95,"Blank",2474,1,3,632,2,"3","Visa","Student","Marketing, Advertising and PR"
111.75,"Blank",1944,2,3,2900,17,"3","Visa","Experienced","Construction"
71.85,"Blank",2403,4,2,5848,3,"3","Visa","Experienced","Administrative Support"
107.8,"Blank",1945,3,8,506,6,"3","Visa","Experienced","Accounting and Finance"
2.95,"Blank",2831,2,2,3312,2,"16","Visa","Manager","Food and Beverage"
2.95,"Blank",2095,2,1,3851,2,"20","Visa","Experienced","Transportation and Distribution"
2.95,"Blank",3773,1,1,3205,11,"15","Visa","Experienced","Healthcare"
41.75,"M",1608,1,2,2732,16,"3","Visa","Manager","Transportation and Distribution"
1.95,"F",2186,5,6,1939,16,"3","Mastercard","Experienced","Pharmacy"
1.95,"Blank",1603,1,2,1960,4,"11","Visa","Experienced","Food and Beverage"
4.9,"Blank",2189,2,4,3058,6,"3","Mastercard","Experienced","Healthcare"
41.75,"Blank",2624,6,13,2461,2,"3","Mastercard","Manager","Marketing, Advertising and PR"
1.95,"Blank",1093,1,3,1325,4,"3","Visa","Manager","Sales"
69.9,"Blank",2484,3,7,2593,19,"3","Visa","Manager","Law Enforcement and Security"
73.8,"Blank",1964,1,10,3585,17,"3","Visa","Experienced","Fitness and Recreation"
72.85,"Blank",2831,5,3,3836,8,"3","Visa","Executive","Management"
2.95,"Blank",1763,1,1,5290,1,"16","Discover","Experienced","Administrative Support"
12.89,"Blank",2416,2,4,2886,9,"3","Visa","Entry Level","Customer Service"
5.75,"Blank",2569,4,3,2079,18,"7","Visa","Entry Level","Food and Beverage"
84.5,"Blank",2838,8,3,2869,7,"6","Visa","Manager","Management"
1.95,"Blank",1523,2,3,53,1,"3","Mastercard","Entry Level","Education and Training"
282.55,"F",2406,14,9,2483,37,"3","Visa","Entry Level","Management"
1.95,"Blank",1575,3,3,1222,2,"3","Visa","Entry Level","Administrative Support"
110.35,"Blank",3143,1,18,2216,6,"5","Mastercard","Entry Level","Architecture"
38.75,"Blank",2337,1,2,2000,6,"3","Visa","Experienced","Installation and Maintenance"
95.4,"Blank",2183,25,416,1795,193,"3","Visa","Student","Social Sciences"
0.95,"Blank",1629,1,3,1184,3,"7","Visa","Experienced","Sales"
2.95,"F",2976,2,5,2529,2,"3","Visa","Experienced","Healthcare"
1.95,"Blank",971,1,2,1030,1,"3","Visa","Experienced","Dental"
1.95,"Blank",1563,1,1,3067,2,"3","Mastercard","Executive","Retail"
182.35,"Blank",2492,4,8,3877,9,"3","Mastercard","Experienced","Marketing, Advertising and PR"
73.85,"Blank",2202,2,2,1016,2,"3","Visa","Experienced","Nursing"
4.9,"Blank",2616,1,2,2259,2,"3","Visa","Student","Construction"
1.95,"Blank",1978,1,3,1443,2,"3","Visa","Manager","Food and Beverage"
2.95,"Blank",2399,2,2,4650,1,"3","Visa","Entry Level","Administrative Support"
1.95,"Blank",2589,1,2,3740,1,"3","Mastercard","Experienced","Administrative Support"
1.95,"Blank",2333,1,3,1330,2,"3","Visa","Student","Law Enforcement and Security"
1.95,"Blank",3973,3,4,15,3,"3","Visa","Experienced","Retail"
34.95,"Blank",5207,1,1,2775,8,"19","Mastercard","Experienced","Marketing, Advertising and PR"
34.95,"Blank",1697,2,3,3195,2,"3","Mastercard","Manager","Customer Service"
1.95,"Blank",1583,1,1,5006,3,"3","Visa","Student","Childcare"
4.9,"Blank",1838,1,3,3095,2,"3","Visa","Experienced","Food and Beverage"
2.95,"Blank",1689,1,3,1822,1,"3","Visa","Student","Healthcare"
1.95,"F",2189,1,2,2359,4,"3","Mastercard","Experienced","Food and Beverage"
2.95,"Blank",1801,1,2,1145,2,"16","Visa","Experienced","Accounting and Finance"
3.95,"Blank",2215,5,6,4741,6,"7","Mastercard","Experienced","Engineering"
1.95,"Blank",2179,3,2,1565,4,"3","Mastercard","Experienced","Administrative Support"
3.95,"Blank",2226,2,3,1303,1,"3","Mastercard","Experienced","Customer Service"
1.95,"M",2161,1,1,2928,12,"3","Visa","Entry Level","Installation and Maintenance"
3.95,"Blank",2409,1,1,3702,3,"20","Visa","Experienced","Nursing"
12.75,"Blank",3220,1,1,6316,2,"9","Visa","Manager","Administrative Support"
3.95,"Blank",2616,1,4,2563,4,"3","Visa","Manager","Sales"
38.75,"Blank",2191,1,3,2053,4,"3","Visa","Manager","Healthcare"
1.95,"Blank",2192,1,1,3403,4,"3","Visa","Manager","Computers and Technology"
181.65,"Blank",2638,11,9,1971,1,"14","Visa","Experienced","Education and Training"
3.95,"Blank",2604,2,7,2883,3,"3","Mastercard","Experienced","Manufacturing and Production"
1.95,"Blank",1743,3,1,2643,19,"3","Mastercard","Experienced","Installation and Maintenance"
34.95,"Blank",2165,4,1,3129,12,"3","Visa","Experienced","Nursing"
1,"Blank",2586,4,32,3561,47,"3","Visa","Experienced","Government"
457.3,"Blank",2187,1,1,7668,13,"3","American Express","Executive","Management"
2.95,"Blank",2116,2,6,1421,4,"3","Visa","Entry Level","Healthcare"
95.4,"M",2183,25,416,1795,193,"3","Visa","Entry Level","Food and Beverage"
1.95,"Blank",2260,1,2,5096,4,"3","Visa","Experienced","Food and Beverage"
948.6,"Blank",1681,1,5,7672,5,"13","Mastercard","Manager","Accounting and Finance"
41.75,"M",2197,1,4,3463,5,"7","Mastercard","Manager","Computers and Technology"
145.3,"Blank",1683,1,9,2427,15,"3","Visa","Manager","Marketing, Advertising and PR"
37.9,"F",1866,3,5,1029,3,"3","Visa","Experienced","Customer Service"
72.85,"Blank",0,3,7,1692,18,"3","Visa","Manager","Retail"
72.85,"Blank",2967,5,3,3347,5,"10","Visa","Experienced","Business"
2.95,"Blank",2191,1,3,654,2,"3","Visa","Experienced","Healthcare"
1.95,"Blank",2186,2,1,2348,1,"3","Mastercard","Student","Childcare"
139.8,"M",2761,16,6,3087,8,"3","Mastercard","Manager","Sales"
1.95,"Blank",1442,2,8,1685,26,"3","Visa","Entry Level","Healthcare"
1.95,"Blank",2158,2,7,936,5,"3","Visa","Entry Level","Food and Beverage"
1,"Blank",2321,2,13,1071,1,"3","Visa","Experienced","Personal Services"
204.2,"Blank",3069,30,13,2355,28,"11","Mastercard","Manager","Sales"
75.8,"Blank",2729,4,5,1978,10,"3","Visa","Experienced","Administrative Support"
38.75,"Blank",2471,3,3,874,2,"3","Visa","Manager","Management"
1.95,"Blank",1468,1,3,1409,3,"3","Visa","Entry Level","Textile and Apparel"
74.55,"Blank",2964,7,14,4871,10,"3","Mastercard","Manager","Management"
37.9,"Blank",1477,2,8,1414,3,"3","Visa","Student","Healthcare"
1.95,"Blank",2186,1,1,1594,1,"3","Visa","Student","Government"
73.85,"Blank",885,1,5,2097,4,"3","Mastercard","Experienced","Manufacturing and Production"
1.95,"Blank",1579,4,3,1544,2,"3","Discover","Student","Healthcare"
142.75,"F",1546,3,5,2554,6,"3","Visa","Entry Level","Healthcare"
1.95,"Blank",926,1,1,2374,5,"3","Visa","Experienced","Management"
44.9,"Blank",1064,1,69,1638,45,"3","Visa","Entry Level","Administrative Support"
38.75,"Blank",2669,2,3,4911,3,"3","Visa","Manager","Computers and Technology"
8.75,"Blank",1838,1,6,2730,5,"7","Visa","Entry Level","Administrative Support"
2.95,"F",3262,2,4,11221,5,"3","Visa","Experienced","Administrative Support"
1.95,"Blank",1463,1,9,558,5,"3","Visa","Experienced","Administrative Support"
2.95,"Blank",2486,1,3,947,4,"6","Visa","Manager","Management"
1.95,"F",1453,1,1,2534,5,"3","Visa","Entry Level","Healthcare"
2.95,"Blank",2694,4,8,2123,2,"9","Mastercard","Experienced","Real Estate"
2.95,"M",2192,2,4,2469,200,"3","Mastercard","Entry Level","Skilled Trades"
2.95,"Blank",2830,1,2,2001,1,"3","Visa","Entry Level","Construction"
1.95,"Blank",888,1,2,1869,4,"3","Visa","Experienced","Childcare"
142.75,"F",2182,4,3,5419,2,"3","Visa","Experienced","Administrative Support"
70.9,"F",1798,2,6,2450,1,"3","Visa","Manager","Food and Beverage"
81.55,"Blank",1179,1,6,1076,6,"11","Visa","Student","Engineering"
2.95,"Blank",2392,1,6,1573,2,"3","Visa","Experienced","Healthcare"
1.9,"Blank",1035,1,2,2661,2,"3","Visa","Experienced","Skilled Trades"
38.75,"Blank",2322,3,7,1348,20,"3","Visa","Student","Law Enforcement and Security"
2.95,"Blank",2845,4,3,2337,6,"4","Mastercard","Experienced","Manufacturing and Production"
1.95,"Blank",1650,1,2,806,2,"3","Visa","Student","Marketing, Advertising and PR"
0.95,"Blank",1817,9,6,4411,24,"3","Visa","Experienced","Education and Training"
1.95,"Blank",2215,3,1,4573,6,"3","Visa","Experienced","Education and Training"
1.95,"Blank",2199,1,3,1154,2,"3","Visa","Entry Level","Engineering"
30.58,"F",1575,2,6,1657,31,"9","Visa","Entry Level","Installation and Maintenance"
75.8,"Blank",2216,4,6,2062,3,"12","Visa","Student","Psychology"
41.75,"Blank",1361,1,2,2272,1,"3","Mastercard","Experienced","Childcare"
115.75,"Blank",2121,2,5,2213,4,"3","Visa","Experienced","Banking and Financial Services"
73.85,"Blank",2065,1,6,2905,14,"15","Visa","Experienced","Telecommunications and Wireless"
